,A,B,C,A,B,C
6533,QTG17772.1 ,B.1.1.7,1270,USA: Michigan,USA,2021/2/9
6534,QTE08017.1 ,B.1.1.7,1270,USA: TX,USA,2021/2/9
6535,QTE12762.1 ,P.2,1273,USA: FL,USA,2021/2/9
6536,QTC55291.1 ,B.1.1.7,1270,USA: TX,USA,2021/2/9
6537,QSV33489.1 ,B.1.2,1273,USA: OR,USA,2021/2/9
6538,QSV33717.1 ,B.1.565,1273,USA: MO,USA,2021/2/9
6539,QSV38776.1 ,B.1.1.519,1273,USA: Minnesota,USA,2021/2/9
6540,QST03273.1 ,B.1.1.7,1270,USA: Florida,USA,2021/2/9
6541,QST03417.1 ,B.1.1.7,1270,USA: Louisiana,USA,2021/2/9
6542,QSN75610.1 ,B.1.36.8,1273,USA: North Carolina,USA,2021/2/9
6543,QSN77067.1 ,B.1.2,1273,USA: Oklahoma,USA,2021/2/9
6544,QSN77815.1 ,B.1.604,1273,USA: Massachusetts,USA,2021/2/9
6545,QSN79131.1 ,B.1.2,1273,USA: Indiana,USA,2021/2/9
6546,QSN88303.1 ,B.1.609,1273,USA: Arizona,USA,2021/2/9
6547,QSN88327.1 ,B.1.609,1273,USA: Arizona,USA,2021/2/9
6548,QSN88636.1 ,B.1.2,1273,USA: Virginia,USA,2021/2/9
6549,QSN91372.1 ,P.2,1273,USA: Indiana,USA,2021/2/9
6550,QSJ05841.1 ,B.1.400,1273,"USA: Alabama, Mobile county",USA,2021/2/9
6551,QSJ05901.1 ,B.1.1.222,1273,"USA: Alabama, Mobile county",USA,2021/2/9
6552,QSJ05959.1 ,B.1.1.222,1273,"USA: Alabama, Mobile county",USA,2021/2/9
6553,QSJ06475.1 ,B.1.241,1273,USA: New Mexico,USA,2021/2/9
6554,QSJ29795.1 ,B.1.596,1273,USA: Georgia,USA,2021/2/9
6555,QSJ29819.1 ,B.1.2,1273,USA: North Carolina,USA,2021/2/9
6556,QSJ29939.1 ,B.1.2,1273,USA: North Carolina,USA,2021/2/9
6557,QSJ30251.1 ,B.1.2,1273,USA: Florida,USA,2021/2/9
6558,QSJ30635.1 ,B.1.2,1273,USA: Pennsylvania,USA,2021/2/9
6559,QSJ31199.1 ,B.1.577,1273,USA: Florida,USA,2021/2/9
6560,QSJ33239.1 ,B.1.311,1272,USA: Georgia,USA,2021/2/9
6561,QSJ33599.1 ,B.1.2,1271,USA: Pennsylvania,USA,2021/2/9
6562,QSJ33803.1 ,B.1.2,1273,USA: Texas,USA,2021/2/9
6563,QSJ33971.1 ,B.1.2,1273,USA: Indiana,USA,2021/2/9
6564,QSJ34079.1 ,B.1.1.519,1273,USA: Florida,USA,2021/2/9
6565,QSJ34259.1 ,B.1.240,1273,USA: Pennsylvania,USA,2021/2/9
6566,QSJ34811.1 ,P.2,1273,USA: North Carolina,USA,2021/2/9
6567,QSJ35099.1 ,B.1.234,1273,USA: Georgia,USA,2021/2/9
6568,QSL70112.1 ,B.1.2,1273,USA: California,USA,2021/2/9
6569,QSL70232.1 ,B.1.609,1273,USA: California,USA,2021/2/9
6570,QSL71692.1 ,B.1.2,1273,USA: California,USA,2021/2/9
6571,QSG78134.1 ,B.1.2,1273,USA: Texas,USA,2021/2/9
6572,QSG79261.1 ,B.1.2,1273,USA: Maine,USA,2021/2/9
6573,QSG71871.1 ,B.1.1.222,1273,USA: Pennsylvania,USA,2021/2/9
6574,QSG72327.1 ,B.1.243,1273,USA: New York,USA,2021/2/9
6575,QSE31264.1 ,B.1.2,1273,USA: Florida,USA,2021/2/9
6576,QSE31360.1 ,B.1.2,1273,USA: Nevada,USA,2021/2/9
6577,QSE31576.1 ,B.1.2,1273,USA: Florida,USA,2021/2/9
6578,QSE31780.1 ,B.1.311,1273,USA: Nevada,USA,2021/2/9
6579,QSE31936.1 ,B.1.2,1273,USA: Florida,USA,2021/2/9
6580,QSE32270.1 ,B.1.243,1273,USA: Louisiana,USA,2021/2/9
6581,QSE33360.1 ,B.1.517,1273,USA: Pennsylvania,USA,2021/2/9
6582,QSE33659.1 ,B.1.243,1273,USA: Florida,USA,2021/2/9
6583,WKP31632.1 ,B.1.429,1273,USA,USA,2021/2/10
6584,WKQ31738.1 ,B.1.2,1273,USA,USA,2021/2/10
6585,WAQ35396.1 ,B.1.525,1270,Nigeria,Nigeria,2021/2/10
6586,UNH92973.1 ,B.1.1,1264,Germany,Germany,2021/2/10
6587,UNH92985.1 ,B.1.1,1264,Germany,Germany,2021/2/10
6588,UKC38560.1 ,B.1.2,1273,USA,USA,2021/2/10
6589,UIA41652.1 ,B.1.2,1273,USA,USA,2021/2/10
6590,UFJ44902.1 ,B.1.1.7,1271,USA: FL,USA,2021/2/10
6591,UCK93306.1 ,B.1.243,1273,Mexico,Mexico,2021/2/10
6592,UCK93402.1 ,B.1.429,1273,Mexico,Mexico,2021/2/10
6593,UCK98913.1 ,B.1.2,1273,Mexico,Mexico,2021/2/10
6594,UCL00069.1 ,B.1.1.519,1273,Mexico,Mexico,2021/2/10
6595,UCL01716.1 ,B.1.1.222,1273,Mexico,Mexico,2021/2/10
6596,UCL03578.1 ,B.1.1.519,1273,Mexico,Mexico,2021/2/10
6597,UCL03818.1 ,B.1.1.519,1273,Mexico,Mexico,2021/2/10
6598,UCL04009.1 ,B.1.1.519,1273,Mexico,Mexico,2021/2/10
6599,UCL05396.1 ,B.1.1.519,1273,Mexico,Mexico,2021/2/10
6600,UCL05981.1 ,B.1.1.519,1273,Mexico,Mexico,2021/2/10
6601,UCL05993.1 ,B.1.1.519,1273,Mexico,Mexico,2021/2/10
6602,UCL07633.1 ,B.1.1.519,1273,Mexico,Mexico,2021/2/10
6603,UCL08326.1 ,B.1.1.519,1273,Mexico,Mexico,2021/2/10
6604,UCL08373.1 ,B.1.1.519,1273,Mexico,Mexico,2021/2/10
6605,UCL08409.1 ,B.1.1.519,1273,Mexico,Mexico,2021/2/10
6606,UCL08445.1 ,B.1.1.519,1273,Mexico,Mexico,2021/2/10
6607,UCL09385.1 ,B.1.1.519,1273,Mexico,Mexico,2021/2/10
6608,UBG39359.1 ,B.1.1,1273,USA: Pennsylvania,USA,2021/2/10
6609,UBG39371.1 ,B.1.1,1273,USA: Pennsylvania,USA,2021/2/10
6610,QZI01940.1 ,B.1.1,1273,Saudi Arabia: Riyadh,Saudi Arabia,2021/2/10
6611,QZI02036.1 ,B.1.1,1273,Saudi Arabia: Riyadh,Saudi Arabia,2021/2/10
6612,QYV25309.1 ,B.1.2,1273,USA: DE,USA,2021/2/10
6613,QYC59866.1 ,B.1.2,1273,USA: IA,USA,2021/2/10
6614,QXY75445.1 ,B.1.526,1273,USA,USA,2021/2/10
6615,QXY75457.1 ,B.1.526,1273,USA,USA,2021/2/10
6616,QXX32459.1 ,B.1.2,1273,USA: North Carolina,USA,2021/2/10
6617,QXR88953.1 ,B.1.1,1270,"USA: Pennsylvania, Philadelphia",USA,2021/2/10
6618,QXR88989.1 ,B.1.2,1273,"USA: Pennsylvania, Langhorne",USA,2021/2/10
6619,QXR89001.1 ,B.1.1,1273,"USA: New Jersey, Ringoes",USA,2021/2/10
6620,QXR89013.1 ,B.1.1,1273,"USA: Pennsylvania, Philadelphia",USA,2021/2/10
6621,QXR89049.1 ,B.1.1,1273,"USA: Pennsylvania, North Wales",USA,2021/2/10
6622,QXR89061.1 ,B.1.243,1273,"USA: Pennsylvania, West Chester",USA,2021/2/10
6623,QWA17943.1 ,B.1.427,1273,USA: GA,USA,2021/2/10
6624,QVM14572.1 ,L.3,1273,"USA: Tennessee, Shelby County",USA,2021/2/10
6625,QVI49275.1 ,B.1.429,1273,USA: CA,USA,2021/2/10
6626,QUA20517.1 ,B.1.637,1272,USA: Virginia,USA,2021/2/10
6627,QTX00692.1 ,B.1.2,1273,USA: WY,USA,2021/2/10
6628,QTU81236.1 ,B.1.427,1273,"USA: CA, Santa Clara County",USA,2021/2/10
6629,QTU81296.1 ,B.1,1273,"USA: CA, Santa Clara County",USA,2021/2/10
6630,QTK03554.1 ,B.1.1.222,1273,USA: Minnesota,USA,2021/2/10
6631,QTJ83820.1 ,B.1.1.7,1270,USA: PA,USA,2021/2/10
6632,QTJ83844.1 ,B.1.1.7,1270,USA: PA,USA,2021/2/10
6633,QTI72732.1 ,B.1.2,1273,USA: Massachusetts,USA,2021/2/10
6634,QTA94850.1 ,B.1.429,1273,USA: TX,USA,2021/2/10
6635,QSX91604.1 ,B.1.637,1272,USA: Massachusetts,USA,2021/2/10
6636,QSX91616.1 ,B.1.588,1273,USA: Massachusetts,USA,2021/2/10
6637,QSV30381.1 ,B.1.2,1273,USA: IL,USA,2021/2/10
6638,QSV31893.1 ,B.1.2,1273,USA: WI,USA,2021/2/10
6639,QSV38800.1 ,B.1.1.222,1273,USA: Minnesota,USA,2021/2/10
6640,QST04969.1 ,A.2.5,1273,USA,USA,2021/2/10
6641,QSN77148.1 ,B.1.2,1273,USA: Tennessee,USA,2021/2/10
6642,QSN79413.1 ,B.1.1.519,1273,USA: Louisiana,USA,2021/2/10
6643,QSN82128.1 ,B.1.429,1270,USA: Washington,USA,2021/2/10
6644,QSN90200.1 ,B.1.2,1273,USA: Alabama,USA,2021/2/10
6645,QSN92601.1 ,B.1.433,1273,USA: New Hampshire,USA,2021/2/10
6646,QSN96957.1 ,B.1.2,1273,USA: Virginia,USA,2021/2/10
6647,QSJ30911.1 ,B.1.311,1273,USA: Pennsylvania,USA,2021/2/10
6648,QSJ32603.1 ,W.1,1273,USA: South Carolina,USA,2021/2/10
6649,QSJ32723.1 ,B.1.2,1273,USA: Florida,USA,2021/2/10
6650,QSJ32747.1 ,B.1.577,1273,USA: Texas,USA,2021/2/10
6651,QSJ33095.1 ,B.1.2,1273,USA: Minnesota,USA,2021/2/10
6652,QSJ33107.1 ,B.1.2,1273,USA: Pennsylvania,USA,2021/2/10
6653,QSJ33395.1 ,B.1.2,1273,USA: Minnesota,USA,2021/2/10
6654,QSJ33467.1 ,B.1.429,1273,USA: California,USA,2021/2/10
6655,QSJ34019.1 ,B.1.2,1273,USA: North Carolina,USA,2021/2/10
6656,QSJ35363.1 ,B.1.2,1273,USA: Florida,USA,2021/2/10
6657,QSJ36455.1 ,B.1.2,1273,USA: Georgia,USA,2021/2/10
6658,QSJ37895.1 ,B.1.1.317,1273,USA: Pennsylvania,USA,2021/2/10
6659,QSJ38555.1 ,B.1.1.519,1273,USA: Texas,USA,2021/2/10
6660,QSJ38987.1 ,B.1.429,1273,USA: California,USA,2021/2/10
6661,QSL72472.1 ,B.1.1.519,1273,USA: California,USA,2021/2/10
6662,QSL75756.1 ,B.1.2,1273,USA: California,USA,2021/2/10
6663,QSL78111.1 ,B.1.2,1273,USA: New York,USA,2021/2/10
6664,QSL78291.1 ,B.1.409,1273,USA: Connecticut,USA,2021/2/10
6665,QSL78974.1 ,B.1.541,1273,USA: New York,USA,2021/2/10
6666,QSL79334.1 ,B.1.517,1273,USA: Connecticut,USA,2021/2/10
6667,QSL80357.1 ,B.1.1.337,1273,USA: Indiana,USA,2021/2/10
6668,QSH80626.1 ,B.1.637,1272,USA: Rhode Island,USA,2021/2/10
6669,QSG75962.1 ,B.1.1.222,1273,USA: Texas,USA,2021/2/10
6670,QSG76538.1 ,B.1.2,1273,USA: Texas,USA,2021/2/10
6671,QSG77414.1 ,B.1.2,1273,USA: Texas,USA,2021/2/10
6672,QSG77810.1 ,B.1.1.519,1273,USA: Texas,USA,2021/2/10
6673,QSG78002.1 ,B.1.234,1273,USA: Texas,USA,2021/2/10
6674,QSG78014.1 ,B.1.2,1273,USA: Texas,USA,2021/2/10
6675,QSG78086.1 ,B.1.2,1273,USA: Texas,USA,2021/2/10
6676,QSG78746.1 ,B.1.2,1273,USA: Texas,USA,2021/2/10
6677,QSG79381.1 ,B.1.2,1273,USA: Florida,USA,2021/2/10
6678,QSG79825.1 ,B.1.1.519,1273,USA: Texas,USA,2021/2/10
6679,QSG72723.1 ,B.1.243,1273,USA: New York,USA,2021/2/10
6680,QSF12126.1 ,B.1.2,1273,USA: California,USA,2021/2/10
6681,QSE30904.1 ,B.1.177.7,1273,USA: New Jersey,USA,2021/2/10
6682,QSE31060.1 ,B.1.1.519,1273,USA: Florida,USA,2021/2/10
6683,QSE31168.1 ,B.1.111,1273,USA: Florida,USA,2021/2/10
6684,QRW43499.1 ,B.1.36.35,1273,Iraq,Iraq,2021/2/10
6685,QRV13221.1 ,B.1.1.7,1270,USA: Ohio,USA,2021/2/10
6686,WKQ07614.1 ,B.1.243,1273,USA,USA,2021/2/11
6687,UOA78817.1 ,B.1.637,1272,USA: New Mexico,USA,2021/2/11
6688,ULH40886.1 ,B.1.1.519,1273,USA,USA,2021/2/11
6689,UJH59927.1 ,AY.107,1271,Jamaica,Jamaica,2021/2/11
6690,UIA44948.1 ,B.1.596,1273,USA,USA,2021/2/11
6691,UFI40845.1 ,B.1.1.7,1270,Nigeria: Oyo,Nigeria,2021/2/11
6692,UCK92333.1 ,B.1.2,1273,Mexico,Mexico,2021/2/11
6693,UCK93055.1 ,B.1.243,1273,Mexico,Mexico,2021/2/11
6694,UCK94938.1 ,B.1.1.519,1273,Mexico,Mexico,2021/2/11
6695,UCK98770.1 ,B.1.1.432,1273,Mexico,Mexico,2021/2/11
6696,UCL00333.1 ,B.1.1.519,1273,Mexico,Mexico,2021/2/11
6697,UCL00645.1 ,B.1.1.519,1273,Mexico,Mexico,2021/2/11
6698,UCL02447.1 ,B.1.2,1273,Mexico,Mexico,2021/2/11
6699,UCL02841.1 ,B.1.1.519,1273,Mexico,Mexico,2021/2/11
6700,UCL03328.1 ,B.1.1.519,1273,Mexico,Mexico,2021/2/11
6701,UCL03434.1 ,B.1.1.519,1273,Mexico,Mexico,2021/2/11
6702,UCL03638.1 ,B.1.1.519,1273,Mexico,Mexico,2021/2/11
6703,UCL03913.1 ,B.1.1.519,1273,Mexico,Mexico,2021/2/11
6704,UCL05778.1 ,B.1.427,1273,Mexico,Mexico,2021/2/11
6705,UCL05790.1 ,B.1.1.519,1273,Mexico,Mexico,2021/2/11
6706,UCL06243.1 ,B.1.1.222,1272,Mexico,Mexico,2021/2/11
6707,UCL07848.1 ,B.1.1.519,1273,Mexico,Mexico,2021/2/11
6708,UCL09504.1 ,B.1.1.519,1273,Mexico,Mexico,2021/2/11
6709,UBG28818.1 ,B.1.1.348,1273,USA: Pennsylvania,USA,2021/2/11
6710,QZI01054.1 ,B.1.1,1273,Saudi Arabia: Riyadh,Saudi Arabia,2021/2/11
6711,QXY20785.1 ,B.1.1.7,1270,"USA: California,Los Angeles County",USA,2021/2/11
6712,QWN55991.1 ,B.1.1.7,1271,Iraq,Iraq,2021/2/11
6713,QVN47541.1 ,B.1.1.519,1273,"USA: Alaska, Southwest",USA,2021/2/11
6714,QTZ63258.1 ,B.1.575,1273,USA: Ohio,USA,2021/2/11
6715,QTZ63501.1 ,B.1.526,1273,USA: Massachusetts,USA,2021/2/11
6716,QTX00751.1 ,B.1.2,1273,USA: WY,USA,2021/2/11
6717,QTM70102.1 ,B.1.2,1273,USA,USA,2021/2/11
6718,QTE05339.1 ,B.1.596,1273,USA,USA,2021/2/11
6719,QTE11767.1 ,B.1.111,1273,USA: TX,USA,2021/2/11
6720,QTC58447.1 ,B.1,1273,USA: Florida,USA,2021/2/11
6721,QTC58507.1 ,B.1.2,1273,USA: Pennsylvania,USA,2021/2/11
6722,QTC59323.1 ,B.1.1.519,1273,USA: Florida,USA,2021/2/11
6723,QTC01953.1 ,B.1.2,1273,USA: Florida,USA,2021/2/11
6724,QTC02241.1 ,B.1.243,1273,USA: Pennsylvania,USA,2021/2/11
6725,QTC02301.1 ,B.1.588,1273,USA: Florida,USA,2021/2/11
6726,QSZ25929.1 ,B.1.2,1273,"USA: SC, HORRY",USA,2021/2/11
6727,QSV38692.1 ,B.1.1.7,1270,USA: Minnesota,USA,2021/2/11
6728,QSU71893.1 ,B.1.1.7,1270,USA: FL,USA,2021/2/11
6729,QSS84288.1 ,B.1.1.7,1270,USA: Connecticut,USA,2021/2/11
6730,QSN95392.1 ,B.1.2,1273,USA: Massachusetts,USA,2021/2/11
6731,QSJ36815.1 ,B.1.2,1273,USA: Massachusetts,USA,2021/2/11
6732,QSJ36935.1 ,B.1.429,1270,USA: Florida,USA,2021/2/11
6733,QSJ37115.1 ,B.1.2,1273,USA: Florida,USA,2021/2/11
6734,QSJ37151.1 ,B.1.603,1273,USA: Florida,USA,2021/2/11
6735,QSJ37187.1 ,B.1.1.519,1273,USA: Florida,USA,2021/2/11
6736,QSJ37583.1 ,B.1.2,1273,USA: Kentucky,USA,2021/2/11
6737,QSJ38891.1 ,B.1.2,1273,USA: Arizona,USA,2021/2/11
6738,QSJ40283.1 ,B.1.2,1273,USA: North Carolina,USA,2021/2/11
6739,QSJ40487.1 ,B.1.243,1273,USA: Georgia,USA,2021/2/11
6740,QSL75420.1 ,B.1.2,1273,USA: California,USA,2021/2/11
6741,QSL78195.1 ,B.1.111,1273,USA: Massachusetts,USA,2021/2/11
6742,QSL78614.1 ,B.1.2,1273,USA: Massachusetts,USA,2021/2/11
6743,QSL79202.1 ,B.1.596,1273,USA: Massachusetts,USA,2021/2/11
6744,QSL79634.1 ,B.1.1.519,1273,USA: Massachusetts,USA,2021/2/11
6745,QSL80009.1 ,B.1.2,1273,USA: Michigan,USA,2021/2/11
6746,QSL80907.1 ,B.1.1.207,1273,USA: Ohio,USA,2021/2/11
6747,QSL81039.1 ,B.1.1.222,1273,USA: Nevada,USA,2021/2/11
6748,QSL81123.1 ,B.1.234,1273,USA: Ohio,USA,2021/2/11
6749,QSL81351.1 ,B.1.1.222,1273,USA: Illinois,USA,2021/2/11
6750,QSH75520.1 ,B.1.1.7,1270,USA: MD,USA,2021/2/11
6751,QSG75674.1 ,B.1.2,1273,USA: Texas,USA,2021/2/11
6752,QSG75758.1 ,B.1.517,1273,USA: Massachusetts,USA,2021/2/11
6753,QSG76214.1 ,B.1.517,1273,USA: Massachusetts,USA,2021/2/11
6754,QSG76670.1 ,B.1.2,1273,USA: Massachusetts,USA,2021/2/11
6755,QSG76694.1 ,B.1.234,1273,USA: Massachusetts,USA,2021/2/11
6756,QSG77042.1 ,B.1.2,1273,USA: Massachusetts,USA,2021/2/11
6757,QSG77306.1 ,B.1.2,1273,USA: Connecticut,USA,2021/2/11
6758,QSG77342.1 ,B.1.111,1273,USA: Connecticut,USA,2021/2/11
6759,QSG77366.1 ,B.1.2,1273,USA: Massachusetts,USA,2021/2/11
6760,QSG77534.1 ,B.1.1.519,1273,USA: Louisiana,USA,2021/2/11
6761,QSG77834.1 ,B.1.2,1273,USA: New Hampshire,USA,2021/2/11
6762,QSG80581.1 ,B.1.2,1273,USA: New Mexico,USA,2021/2/11
6763,QSG72291.1 ,B.1.1.519,1273,USA: Ohio,USA,2021/2/11
6764,QSG72303.1 ,B.1.2,1272,USA: Pennsylvania,USA,2021/2/11
6765,QSG73239.1 ,B.1.2,1273,USA: Ohio,USA,2021/2/11
6766,QSF12162.1 ,B.1.400,1273,USA: California,USA,2021/2/11
6767,QSE31096.1 ,B.1.311,1273,USA: Florida,USA,2021/2/11
6768,QSE31720.1 ,B.1.1.519,1273,USA: Florida,USA,2021/2/11
6769,QRX62314.1 ,B.1.1.7,1270,USA: MD,USA,2021/2/11
6770,QRX39346.1 ,B.1.1.7,1270,USA: Ohio,USA,2021/2/11
6771,WKN94057.1 ,B.1.2,1273,USA,USA,2021/2/12
6772,WFH13221.1 ,B.1.429,1273,USA: Nebraska,USA,2021/2/12
6773,WFH18594.1 ,B.1.2,1273,USA: Nebraska,USA,2021/2/12
6774,UYM40463.1 ,B.1.427,1273,USA: Nebraska,USA,2021/2/12
6775,UYM40564.1 ,B.1.2,1273,USA: Nebraska,USA,2021/2/12
6776,UNW82140.1 ,B.1.1.519,1273,USA,USA,2021/2/12
6777,UCK94834.1 ,B.1.1.519,1273,Mexico,Mexico,2021/2/12
6778,UCK94950.1 ,B.1.1.519,1273,Mexico,Mexico,2021/2/12
6779,UCK94962.1 ,B.1.1.519,1273,Mexico,Mexico,2021/2/12
6780,UCK99127.1 ,B.1.1.222,1273,Mexico,Mexico,2021/2/12
6781,UCL00165.1 ,B.1.1.222,1273,Mexico,Mexico,2021/2/12
6782,UCL00573.1 ,B.1.1.519,1273,Mexico,Mexico,2021/2/12
6783,UCL02912.1 ,B.1.1.222,1273,Mexico,Mexico,2021/2/12
6784,UCL06219.1 ,B.1.551,1273,Mexico,Mexico,2021/2/12
6785,UCL07717.1 ,B.1.1.519,1273,Mexico,Mexico,2021/2/12
6786,UCL07979.1 ,B.1.1.519,1273,Mexico,Mexico,2021/2/12
6787,UCL09528.1 ,B.1.1.519,1273,Mexico,Mexico,2021/2/12
6788,UAZ44620.1 ,B.1.429,1273,USA: WA,USA,2021/2/12
6789,UAZ49523.1 ,B.1.429,1273,USA: CA,USA,2021/2/12
6790,UAZ51329.1 ,B.1.2,1273,USA: GA,USA,2021/2/12
6791,QZI01114.1 ,B.1.1,1273,Saudi Arabia: Riyadh,Saudi Arabia,2021/2/12
6792,QXY75709.1 ,B.1.526,1273,USA,USA,2021/2/12
6793,QWY95023.1 ,B.1.2,1273,USA: New York,USA,2021/2/12
6794,QUA23720.1 ,B.1.526,1273,USA: New Jersey,USA,2021/2/12
6795,QTZ63292.1 ,B.1.575,1273,USA: Ohio,USA,2021/2/12
6796,QTW99596.1 ,R.1,1273,USA: DC,USA,2021/2/12
6797,QTM71480.1 ,B.1.2,1273,USA: Missouri,USA,2021/2/12
6798,QTM72675.1 ,B.1.2,1273,USA: Missouri,USA,2021/2/12
6799,QTJ82716.1 ,B.1.1.7,1270,USA: CA,USA,2021/2/12
6800,QTE14046.1 ,B.1.427,1273,USA: CA,USA,2021/2/12
6801,QTC58903.1 ,B.1.369,1273,USA: Michigan,USA,2021/2/12
6802,QTC59155.1 ,B.1.2,1273,USA: Massachusetts,USA,2021/2/12
6803,QTC59227.1 ,B.1.234,1272,USA: Florida,USA,2021/2/12
6804,QTC59311.1 ,B.1.2,1273,USA: Georgia,USA,2021/2/12
6805,QTC02109.1 ,B.1.2,1273,USA: Georgia,USA,2021/2/12
6806,QTC02469.1 ,B.1.2,1272,USA: Georgia,USA,2021/2/12
6807,QTC02517.1 ,P.2,1273,USA: Florida,USA,2021/2/12
6808,QTC02577.1 ,B.1.2,1273,USA: Georgia,USA,2021/2/12
6809,QTC02613.1 ,B.1.599,1273,USA: Florida,USA,2021/2/12
6810,QTC02949.1 ,B.1.1.519,1273,USA: Massachusetts,USA,2021/2/12
6811,QTC03621.1 ,B.1.2,1273,USA: Florida,USA,2021/2/12
6812,QTC03741.1 ,B.1.2,1273,USA: Florida,USA,2021/2/12
6813,QTC24704.1 ,B.1.1.7,1270,USA: Ohio,USA,2021/2/12
6814,QSZ25989.1 ,B.1.1.434,1273,"USA: SC, LANCASTER",USA,2021/2/12
6815,QSZ26060.1 ,B.1.1.7,1270,"USA: SC, CHESTERFIELD",USA,2021/2/12
6816,QSX91676.1 ,B.1.2,1273,USA: Massachusetts,USA,2021/2/12
6817,QSX91783.1 ,B.1.575,1273,USA: Massachusetts,USA,2021/2/12
6818,QSV30285.1 ,B.1.2,1273,USA: GA,USA,2021/2/12
6819,QSV34149.1 ,B.1.429,1273,USA: AZ,USA,2021/2/12
6820,QSU72451.1 ,B.1.2,1273,USA: FL,USA,2021/2/12
6821,QSU72475.1 ,B.1.1.7,1270,USA: FL,USA,2021/2/12
6822,QSS95877.1 ,B.1.1.7,1270,USA: Texas,USA,2021/2/12
6823,QST03165.1 ,B.1.1.7,1270,USA: Florida,USA,2021/2/12
6824,QSO13826.1 ,B.1.1.519,1273,USA: Arizona,USA,2021/2/12
6825,QSO15411.1 ,B.1.517,1273,USA: Rhode Island,USA,2021/2/12
6826,QSJ32567.1 ,B.1.2,1273,USA: California,USA,2021/2/12
6827,QSJ38819.1 ,B.1.2,1273,USA: Arizona,USA,2021/2/12
6828,QSJ39503.1 ,B.1.2,1273,USA: Florida,USA,2021/2/12
6829,QSJ39743.1 ,B.1.2,1273,USA: Florida,USA,2021/2/12
6830,QSJ40259.1 ,B.1.2,1273,USA: California,USA,2021/2/12
6831,QSJ41998.1 ,B.1.243,1273,USA: Florida,USA,2021/2/12
6832,QSL69584.1 ,B.1.2,1273,USA: Pennsylvania,USA,2021/2/12
6833,QSL78387.1 ,B.1.1.519,1273,USA: Georgia,USA,2021/2/12
6834,QSL81147.1 ,B.1.311,1273,USA: Illinois,USA,2021/2/12
6835,QSG75914.1 ,B.1.232,1273,USA: Illinois,USA,2021/2/12
6836,QSG73251.1 ,B.1.2,1273,USA: Illinois,USA,2021/2/12
6837,QSG73455.1 ,B.1.2,1273,USA: Ohio,USA,2021/2/12
6838,WKO91088.1 ,B.1.2,1273,USA,USA,2021/2/13
6839,WFH14126.1 ,B.1.637,1272,USA: Nebraska,USA,2021/2/13
6840,UNN24413.1 ,B.1.2,1273,USA: IA,USA,2021/2/13
6841,UNJ25826.1 ,B.1.1.28,1273,Paraguay,Paraguay,2021/2/13
6842,UES85479.1 ,B.1.526,1273,USA,USA,2021/2/13
6843,UCK94463.1 ,B.1.1.519,1273,Mexico,Mexico,2021/2/13
6844,UCK94510.1 ,B.1.1.519,1273,Mexico,Mexico,2021/2/13
6845,UCK94726.1 ,B.1.1.519,1273,Mexico,Mexico,2021/2/13
6846,UCK94750.1 ,B.1.1.519,1273,Mexico,Mexico,2021/2/13
6847,UCK98521.1 ,B.1.1,1273,Mexico,Mexico,2021/2/13
6848,UCL00525.1 ,B.1.1.519,1273,Mexico,Mexico,2021/2/13
6849,UCL01549.1 ,B.1.1.519,1273,Mexico,Mexico,2021/2/13
6850,UCL02471.1 ,B.1.1.432,1273,Mexico,Mexico,2021/2/13
6851,UCL09624.1 ,B.1.1.222,1273,Mexico,Mexico,2021/2/13
6852,UCL42639.1 ,B.1.604,1273,USA: Pennsylvania,USA,2021/2/13
6853,UAZ44357.1 ,B.1.1.251,1273,USA: GA,USA,2021/2/13
6854,QZI01952.1 ,B.1.1,1273,Saudi Arabia: Riyadh,Saudi Arabia,2021/2/13
6855,QXY28020.1 ,B.1.526,1273,USA,USA,2021/2/13
6856,QXY28344.1 ,B.1.526,1273,USA,USA,2021/2/13
6857,QXY28512.1 ,B.1.526,1273,USA,USA,2021/2/13
6858,QXY28870.1 ,B.1.526,1273,USA,USA,2021/2/13
6859,QXY28918.1 ,B.1,1273,USA,USA,2021/2/13
6860,QWU49069.1 ,B.1.1.7,1270,Bangladesh: Dhaka,Bangladesh,2021/2/13
6861,QWP96888.1 ,B.1.429,1273,"USA: CA, Contra Costa County",USA,2021/2/13
6862,QVU28151.1 ,C.37,1266,Peru,Peru,2021/2/13
6863,QVR40702.1 ,B.1.2,1273,USA: TX,USA,2021/2/13
6864,QVQ66699.1 ,B.1.2,1273,USA: TX,USA,2021/2/13
6865,QTZ63662.1 ,B.1.525,1273,USA: Pennsylvania,USA,2021/2/13
6866,QTW99346.1 ,B.1.575,1273,USA: NJ,USA,2021/2/13
6867,QTG17844.1 ,B.1.1.7,1270,USA: Florida,USA,2021/2/13
6868,QTE04595.1 ,B.1.1.222,1273,USA,USA,2021/2/13
6869,QTE12367.1 ,B.1.2,1273,USA: HI,USA,2021/2/13
6870,QTC58555.1 ,P.2,1273,USA: Michigan,USA,2021/2/13
6871,QTC58771.1 ,B.1.2,1273,USA: Florida,USA,2021/2/13
6872,QTC58915.1 ,B.1.2,1273,USA: Pennsylvania,USA,2021/2/13
6873,QTC58975.1 ,B.1.1.519,1273,USA: California,USA,2021/2/13
6874,QTC59023.1 ,B.1.517,1273,USA: Florida,USA,2021/2/13
